person1Id|person2Id
26388279078570|6597069786834
6597069768287|26388279069650
6597069774458|32985348853974
30786325599846|32985348845623
1922|17592186049274
17592186064559|3779
28587302345096|15393162789699
13194139556587|10995116278796
26388279075803|19791209315015
26388279091023|28587302345096
35184372109750|10995116291185
21990232577918|15393162810137
10995116278300|32985348853974
28587302325706|26388279078570
19791209307885|4398046512733
19791209322433|21990232564481
13194139551514|2199023259439
30786325593854|32985348850330
4398046511322|4398046525098
10995116279792|13194139556587
15393162791846|28587302345096
26388279075700|4398046522216
19791209315015|21990232562238
4290|15393162793684
24189255837157|2199023266354
26388279077215|17592186070593
10995116304159|13194139556587
2199023266586|13194139543496
17592186065226|21990232561432
24189255816000|17592186049274
10289|4398046515961
6597069767668|4398046515961
6597069786834|13194139543496
8037|30786325587134
10995116291176|32985348859377
24189255829314|17592186064559
8796093029253|10995116291185
6597069777292|24189255823246
21990232572466|21990232574469
17592186066260|5262
19791209300474|26388279070267
24189255818646|10995116297442
30786325596186|24189255816000
13194139542945|21990232562332
8796093046786|21990232564481
5262|6597069779097
21990232579121|10995116280597
30786325590349|17592186070593
28587302331715|6597069787895
10995116290968|21990232577216
17592186070253|32985348837401
26388279071426|28587302345344
2199023266354|19791209320720
13194139543496|26388279069650
12237|8796093046634
2199023259439|28587302332037
4398046515961|26388279075803
30786325580641|17592186060822
17592186060822|28587302334559
19791209304877|21990232576042
13194139539163|30786325596186
32985348845623|28587302325949
2199023272409|13194139535014
2199023275716|28587302324330
8796093038694|32985348836120
32985348834768|21990232561432
24189255835333|24189255836478
8796093027436|10995116283662
17592186063553|26388279091992
30786325599201|13194139535896
32985348859377|13194139553338
28587302348904|13194139556587
17296|35184372109750
32985348837401|13194139535014
32985348850426|2199023279096
13194139553267|10995116296622
19791209300147|13194139535896
17592186058008|24189255818646
13194139537576|8796093046634
15393162796638|2199023279096
21990232562332|13194139536902
15393162801883|4398046522216
32985348849764|4398046535916
17592186062860|4398046515961
24189255836942|13194139554398
10995116280828|6597069789032
4398046513254|4398046516443
26388279075797|30786325587134
17592186058106|32985348834768
24189255827419|28587302325949
15393162797091|2199023262716
32985348836120|6597069768287
15393162793684|24189255819642
28587302338726|2199023276756
30786325590260|10995116285880
13194139535896|32985348846513
28587302332930|4398046516569
6597069770100|26388279091992
30786325590365|2199023269371
4398046527453|1160
21990232576042|28587302325706
13194139556499|17592186059554
17592186070593|21990232569259
1160|28587302331715
15393162795080|8796093046634
15393162810137|17619
21990232561432|4398046513254
28587302344309|24189255836942
4398046512733|2199023263769
3779|4398046518073
26388279075089|10995116283613
30786325587134|28587302345096
19791209320038|2199023259439
32985348840537|13194139542945
24189255819887|28587302345344
2199023273674|4398046535916
6597069779073|10995116296066
17619|28587302334559
13194139553338|15393162806473
30786325580467|2199023272409
17592186049274|28587302333854
26388279082593|28587302324330
8796093046634|15393162791846
24189255836478|1922
13194139554398|30786325599846
32985348846571|17592186058730
26388279091992|13194139539163
6597069780112|10995116304159
19791209314797|4398046518073
2199023259690|17592186062860
2199023263769|13194139551514
4398046522216|21990232572466
30786325586706|19791209314797
28587302325949|19791209300474
6597069770949|24189255835333
24189255823246|6597069779097
2199023269371|26388279075089
13194139539046|13194139537576
21990232569259|2199023273674
26388279082693|17592186064559
4398046516443|28587302338726
12665|17592186070593
28587302345344|5262
28587302332037|10995116304159
10995116296622|32985348859201
21787|24189255836478
16328|17592186070253
2199023260548|15393162806473
10995116283613|17592186064559
15393162800697|1922
32985348857815|24189255829314
4398046518073|26388279067442
21990232565814|21990232572466
19791209316412|17592186048450
4398046514218|26388279070049
17592186062067|30786325586706
21990232574469|13194139543496
2199023266357|4398046528969
15393162789699|28587302334559
26388279078780|32985348846571
21990232568688|12237
10995116293146|2199023266357
21990232577216|13194139535896
28587302324330|26388279082693
26388279070049|13194139537576
21990232567789|19791209316412
28587302332603|19791209307885
21990232569939|17296
13194139558150|17592186055503
17592186059251|2199023273265
13194139535014|32985348850426
17592186048450|10995116297442
6597069779097|13194139553267
20593|21990232562238
26388279067442|6597069768429
21990232564481|13194139556499
8796093040649|32985348845623
10995116280604|6597069774458
30786325581911|4398046536701
32985348846513|26388279091023
6597069768429|2199023276756
4398046535246|26388279089727
21990232579758|21990232569259
17592186058730|24189255818646
19791209321281|6597069766821
32985348853974|6597069789973
24189255821919|17592186048450
13194139536902|24189255836478
13818|32985348836120
10995116283662|24189255836942
24189255819642|17592186070253
10995116278796|28587302324330
4398046533347|15393162810137
