personId|maxDate
32985348853480|1339632000000
10995116278566|1325635200000
30786325585543|1332115200000
10995116291769|1336348800000
2199023278377|1339804800000
17592186069112|1332028800000
24189255836347|1325980800000
32985348849626|1335139200000
10995116290806|1339977600000
15393162791751|1328832000000
21990232569512|1324684800000
21990232579350|1339804800000
26388279087663|1339372800000
6597069779508|1334361600000
24189255814606|1324598400000
6597069786408|1327708800000
26388279092172|1332460800000
8796093046721|1334707200000
26388279085604|1340236800000
6597069767904|1340064000000
6597069777539|1335398400000
4398046520863|1339372800000
15393162800221|1332547200000
15393162813086|1340755200000
19791209314261|1338681600000
32985348843180|1332806400000
21613|1328227200000
24189255813822|1339632000000
4398046531673|1341532800000
4398046520482|1340668800000
10995116288321|1323820800000
24189255822131|1330300800000
6597069773153|1339372800000
13194139548033|1339804800000
21990232556997|1338508800000
13194139541026|1341446400000
30786325593220|1337126400000
8796093036914|1332115200000
26388279082734|1342137600000
32985348844975|1341878400000
32985348842532|1339545600000
26388279068620|1340064000000
2199023262943|1332892800000
15393162804949|1336176000000
32985348845772|1329004800000
30786325595408|1325462400000
21990232571184|1346544000000
24189255824060|1332201600000
10995116299408|1341446400000
24189255814717|1332288000000
10995116280828|1342483200000
2199023259820|1341446400000
17592186057520|1342396800000
15393162804655|1343088000000
6597069789937|1342656000000
13194139541107|1341273600000
21990232579121|1339804800000
10995116296877|1340668800000
30786325592200|1340582400000
32985348840537|1344643200000
24189255836165|1343088000000
28587302343363|1346976000000
21990232574469|1344729600000
30786325590569|1350691200000
26388279075953|1345939200000
8796093047292|1343865600000
4398046528969|1342396800000
4398046528673|1344384000000
6597069779073|1348444800000
15393162798620|1342742400000
13194139537576|1342742400000
15393162795080|1344384000000
28587302340999|1339027200000
10995116304257|1346025600000
4398046511154|1325894400000
32985348846725|1345852800000
10995116293146|1342569600000
4398046535030|1345680000000
6597069774276|1346025600000
21990232563014|1342569600000
26388279070267|1349049600000
26388279082593|1345248000000
32985348846936|1345766400000
2199023273332|1347580800000
15393162789850|1347408000000
17592186066260|1346544000000
28587302332608|1345248000000
30786325597274|1349395200000
24189255836205|1346544000000
6597069769378|1344729600000
19791209310900|1340841600000
21990232558064|1328313600000
30786325592609|1340064000000
28587302334822|1336694400000
13194139539163|1347235200000
4398046516004|1337644800000
4398046527568|1341792000000
17102|1347408000000
16470|1346803200000
32985348841971|1338768000000
17592186055764|1344038400000
26388279087360|1347062400000
17592186070515|1345766400000
4398046513331|1349049600000
28587302330275|1345420800000
4398046522289|1349136000000
30786325584507|1349740800000
13194139543009|1343001600000
10730|1346976000000
26388279072439|1336435200000
21990232573673|1349136000000
21990232573783|1350172800000
19791209307478|1346112000000
32985348851918|1339113600000
21990232561061|1348012800000
19791209309789|1347840000000
24189255813086|1346112000000
17592186064521|1354060800000
26388279079756|1354060800000
26388279092477|1344470400000
2199023258445|1350086400000
10995116284008|1348185600000
17592186069619|1335916800000
21990232565617|1348444800000
10995116292442|1338854400000
24189255813058|1338854400000
13194139535995|1351209600000
17592186071407|1350691200000
24189255827189|1346457600000
15393162800183|1348617600000
35184372112768|1349913600000
6597069782369|1348790400000
28587302323213|1354060800000
2199023273059|1338508800000
26388279091881|1349308800000
13194139554686|1340236800000
21576|1354060800000
30786325590935|1354060800000
26388279091879|1339718400000
6597069768240|1354060800000
15393162792473|1349136000000
10995116290645|1354060800000
32985348844825|1348185600000
2199023256459|1354060800000
4398046533267|1339200000000
15393162807099|1354060800000
