personId|tagName
4398046536251|Democratic_Republic_of_the_Congo
26388279087663|Batman
6597069777539|Leon_Trotsky
10995116291769|Superman
6597069773153|Nepal
10995116302164|Walter_Scott
8796093024611|John_McCain
30786325593220|Nicolaus_Copernicus
21613|Virginia_Woolf
26388279092172|Stephen_Fry
17592186069112|Roger_Ebert
10995116278566|Kuwait
21990232579350|Britney_Spears
32985348843180|Benjamin_Disraeli
15393162791751|Sean_Connery
4398046520482|Eleanor_Roosevelt
6597069767904|Charles_Lindbergh
15393162803134|Angola
15393162804949|William_Blake
21990232569512|Alexander_Hamilton
10995116290806|William_S._Burroughs
13194139548033|Henry_David_Thoreau
8796093036914|Monaco
19791209314261|Gautama_Buddha
24189255814606|Rembrandt
30786325595408|David
6597069779508|Walt_Whitman
4398046520863|Hermann_Göring
32985348842532|Malcolm_X
24189255813822|Eminem
8796093046721|United_Arab_Emirates
21990232556997|Commonwealth_of_Nations
2199023262943|Charlton_Heston
10995116288321|Mick_Jagger
24189255822131|Henri_Matisse
15393162798620|Carlos_Santana
13194139541026|Robert_A._Heinlein
15393162800221|Montenegro
4398046531673|Kurt_Vonnegut
26388279075953|Eric_Clapton
32985348844975|Jane_Austen
26388279082734|Cary_Grant
21990232571184|Saint_George
17592186057520|Confucius
28587302343363|George_S._Patton
4398046511154|Samuel_Taylor_Coleridge
24189255824060|Paul_Capdeville
6597069789937|Laurence_Olivier
30786325592200|Grover_Cleveland
32985348845772|Herbert_Hoover
24189255814717|John_Steinbeck
26388279068620|El_Salvador
30786325590569|Pope_John_XXIII
2199023259820|Arthur_C._Clarke
17592186066260|Marlon_Brando
21990232579121|Carl_Jung
13194139539163|Bruce_Springsteen
13194139537576|Noam_Chomsky
10995116280828|Monty_Python
15393162795080|James_Madison
32985348840537|Frank_Zappa
6597069779073|John_Kerry
26388279082593|Michael_Caine
21990232574469|Louis_Armstrong
10995116293146|Confederate_States_of_America
17102|Bono
4398046528969|Graham_Greene
26388279070267|Ovid
19791209309789|Arthur_Wellesley,_1st_Duke_of_Wellington
21990232558064|Ruhollah_Khomeini
19791209310900|Uzbekistan
6597069769378|Thomas_More
32985348846936|Mel_Gibson
24189255836165|Cole_Porter
13194139541107|Mustafa_Kemal_Atatürk
15393162804655|Anton_Chekhov
28587302340999|Philip_II_of_Spain
28587302334822|Nicaragua
32985348846725|Jack_Nicholson
28587302330275|Nikita_Khrushchev
28587302332608|Fiji
10995116304257|Bette_Davis
30786325592609|Felix_Mendelssohn
4398046535030|Leonard_Bernstein
15393162789850|Napoleon_III
6597069774276|Mary,_Queen_of_Scots
10995116299408|Hirohito
4398046528673|Queen_Elizabeth_The_Queen_Mother
24189255836205|Justin_Timberlake
32985348841971|F._Scott_Fitzgerald
17592186055764|Constantine_the_Great
21990232563014|Liberia
10730|Robin_Williams
13194139554686|Prince_Philip,_Duke_of_Edinburgh
10995116296877|Barbados
2199023273332|Henry_James
17592186070515|Tennessee_Williams
21990232573783|Jacqueline_Kennedy_Onassis
19791209307478|Horatio_Nelson,_1st_Viscount_Nelson
21990232561061|Bermuda
4398046516004|Catherine_the_Great
17592186064521|Abraham
30786325597274|Aldous_Huxley
26388279092477|George_Clooney
4398046513331|Henry_Fonda
26388279091881|John_Stuart_Mill
26388279079756|George_Lucas
4398046522289|Humphrey_Bogart
28587302328403|Adam_Smith
13194139543009|James_Stewart
10995116290645|Edward_Elgar
24189255813058|Giuseppe_Garibaldi
13194139535995|Samuel_Johnson
4398046527568|Madagascar
6597069782369|Jonathan_Swift
32985348851918|Robert_Burns
17592186058220|Azerbaijan
24189255813086|Harrison_Ford
21990232571014|Noël_Coward
30786325584507|Douglas_Adams
21990232573673|Indira_Gandhi
2199023258445|Peter_Sellers
26388279091879|Henry_II_of_England
30786325590935|Lucille_Ball
10995116292442|Dolly_Parton
26388279087360|Raphael
28587302323213|Alfred,_Lord_Tennyson
8796093047292|Ralph_Waldo_Emerson
16470|Bill_Gates
2199023273059|Jack_Kerouac
17592186069619|Dean_Martin
32985348856546|Percy_Bysshe_Shelley
26388279072439|Béla_Bartók
32985348844825|Billie_Holiday
21990232562956|Howard_Hughes
4398046517651|Herodotus
13194139554009|Katharine_Hepburn
26388279089559|Hugo_Chávez
17592186047812|Samuel_Beckett
15393162807099|Michael_Jordan
24189255827189|Mark_Antony
26388279071143|United_Kingdom_of_Great_Britain_and_Ireland
35184372112768|Calvin_Coolidge
15393162792473|Laos
30786325585328|Richard_I_of_England
26388279081319|Prussia
6597069785897|Claude_Monet
6597069768240|Otto_von_Bismarck
21990232561023|Hector_Berlioz
17592186071407|Cardinal_Richelieu
15393162805595|Babe_Ruth
2199023256459|David_Cameron
21990232560651|Vatican_City
17592186059302|Paul_Newman
10995116284008|Tom_Hanks
15393162800183|Wright_brothers
8796093025306|Julie_Andrews
19791209308933|Honduras
21990232565617|Giacomo_Puccini
30786325599649|14th_Dalai_Lama
24189255829856|Euripides
26388279089908|Federico_Fellini
32985348841232|Morgan_Freeman
6597069773790|Trinidad_and_Tobago
4398046511426|John_Ford
21576|Claudius
21990232577165|Dalai_Lama
21990232579339|Bruce_Willis
5552|Dustin_Hoffman
8796093038712|Marcus_Aurelius
13194139555172|Evo_Morales
8796093048156|Warren_G._Harding
28587302334563|Meryl_Streep
28587302339900|Sophocles
17592186054084|South_Vietnam
2199023272265|Molière
13194139540734|Alexander_Pushkin
24189255828744|Joseph_Goebbels
6597069774941|Ray_Charles
4398046512662|Ella_Fitzgerald
30786325578316|Beyoncé_Knowles
4398046533267|Will_Smith
17592186063025|Pliny_the_Elder
28587302333457|Maurice_Ravel
30786325603543|Frederick_the_Great
10995116279564|John_Quincy_Adams
4398046528177|Kris_Kristofferson
4398046530202|Nicole_Kidman
21990232581065|Al_Pacino
28587302345744|Robert_Redford
28587302324346|Muhammad_Ali_Jinnah
6597069791335|Henry_Ford
28587302328699|Bob_Marley
6597069786375|Tacitus
14520|Robert_Schumann
6597069784170|Michel_Foucault
23391|League_of_Nations
24189255821747|Alanis_Morissette
28587302332309|Fred_Astaire
17592186064760|Empire_of_Japan
8796093047956|H._P._Lovecraft
10995116293522|Kingdom_of_Great_Britain
13194139538623|Claude_Debussy
26388279070023|Miles_Davis
32985348847475|Richard_Rodgers
17592186059115|Irving_Berlin
32985348857076|Sierra_Leone
6597069790133|Axis_powers
4398046511467|Byzantine_Empire
15393162796633|John_Major
4398046519022|Arthur_Miller
