person1Id|person2Id
8796093022946|10995116280678
8796093023094|4398046513789
10995116278652|28587302324063
2199023256566|26388279067923
10995116280678|6597069770245
8796093022821|26388279069006
19791209300775|4398046511442
13194139534161|2186
26388279067923|2199023256566
21990232556988|8796093022946
13194139534816|4398046513789
15393162790395|26388279069006
6597069768567|28587302324063
4398046513140|8796093022946
17592186046671|26388279069006
26388279069006|2199023257277
26388279070041|26388279067923
6597069770245|24189255814145
19791209303645|32985348836085
32985348833558|8796093023094
17592186045133|8796093022946
6597069768080|19791209303645
4398046511442|24189255814002
4398046511757|4398046513140
19791209301139|13194139534161
2199023257277|17592186046671
28587302324063|8796093023094
2186|13194139534161
10995116280003|26388279069006
4398046513789|6597069770245
21990232558274|26388279067923
32985348836085|26388279067923
24189255814002|13194139534161
24189255814145|26388279070041
10995116281483|13194139534816
