personId|countryName|workFromYear
24189255813168|Rwanda|2012
2199023259220|New_Zealand|2014
28587302323642|Panama|2009
2199023258328|Mongolia|2006
10995116279823|Chad|2004
3175|El_Salvador|2003
2199023259063|Bosnia_and_Herzegovina|2001
32985348834334|Norway|2009
15393162792710|Switzerland|2005
13194139534724|Puerto_Rico|2001
4398046513353|Latvia|1999
21990232556433|Switzerland|2009
28587302322565|Switzerland|2003
1129|El_Salvador|2006
30786325578215|Bosnia_and_Herzegovina|2003
15393162791080|Chad|2012
8796093025200|Rwanda|2013
24189255814371|Puerto_Rico|1998
2199023256742|Bosnia_and_Herzegovina|2001
13194139535032|Panama|2003
2199023256321|El_Salvador|2014
13194139534229|El_Salvador|2011
6597069767375|Mongolia|2003
17592186046530|Mongolia|2001
26388279069094|El_Salvador|2009
8796093022749|Bosnia_and_Herzegovina|2012
2199023258073|Bosnia_and_Herzegovina|2013
2199023256008|El_Salvador|2003
6597069768564|Rwanda|2013
2199023258723|Panama|2009
30786325579380|New_Zealand|2006
30786325579745|Bosnia_and_Herzegovina|2014
17592186045005|Puerto_Rico|2001
26388279069224|Switzerland|2010
6597069766719|Switzerland|1999
