personId|maxDate
8796093025996|1323561600000
32985348835525|1341100800000
10995116279823|1345852800000
2199023259063|1346112000000
32985348834530|1326585600000
24189255813168|1341100800000
2199023259220|1340496000000
3175|1336435200000
28587302323642|1331078400000
2199023258328|1334188800000
15393162792710|1349395200000
4398046513353|1354060800000
13194139534724|1345248000000
15393162791080|1350259200000
2199023256742|1333670400000
32985348834334|1354060800000
21990232556433|1342569600000
8796093025200|1353715200000
13194139535032|1353024000000
1129|1344643200000
30786325578215|1354060800000
28587302322565|1354060800000
24189255814371|1354060800000
26388279069094|1345161600000
6597069767375|1354060800000
2199023258073|1354060800000
2199023256321|1354060800000
13194139534229|1354060800000
17592186046530|1354060800000
8796093022749|1344038400000
6597069768564|1340668800000
2199023256008|1354060800000
26388279069224|1354060800000
30786325579380|1354060800000
30786325579745|1341446400000
