personId|maxDate
13194139534382|1354060800000
19791209301540|1335830400000
28587302323855|1334880000000
4398046513300|1354060800000
13194139536145|1327363200000
26388279068186|1334361600000
4398046514167|1323907200000
8796093023199|1341619200000
8796093023738|1354060800000
8796093022983|1332028800000
21990232557143|1334102400000
24189255814191|1354060800000
19791209300004|1351209600000
26388279069922|1337385600000
13194139536036|1354060800000
10995116281168|1354060800000
19791209300143|1319500800000
19791209303129|1354060800000
24189255811500|1347494400000
19791209300324|1342224000000
24189255812426|1346112000000
21990232556441|1336867200000
30786325578904|1344729600000
32985348835108|1323734400000
15393162789699|1354060800000
4398046512766|1354060800000
17592186045572|1354060800000
8796093025560|1326240000000
10995116280002|1343347200000
21990232555692|1354060800000
24189255812419|1354060800000
2199023259339|1354060800000
6597069767625|1349222400000
4398046514051|1354060800000
17592186047668|1330300800000
